id,instance_id,item_id,checked,photo_path,note,completed_by,completed_at
ccbd6eff-419e-44df-831e-21f012ecf1cc,3d0cfe94-f59c-4c57-8198-4861f3a7af02,fd6ad414-bf45-459b-87fd-a2a125f2d802,true,,,ba9adcce-05be-49e0-8ba9-432c658cb9bb,2026-06-01T22:15:00+03:00
cc93a2d3-6266-4e9e-86cd-89b7c429b364,3d0cfe94-f59c-4c57-8198-4861f3a7af02,c56702d1-76f1-4042-83a1-d7efbee539cb,true,demo/KDS-CC/closing/1/6.jpg,,ba9adcce-05be-49e0-8ba9-432c658cb9bb,2026-06-01T22:16:00+03:00
7c52bc3f-3928-4a15-838c-a825a0e0e273,3d0cfe94-f59c-4c57-8198-4861f3a7af02,8a86ce0b-f4e3-475e-884e-b17cac774bf9,true,,,ba9adcce-05be-49e0-8ba9-432c658cb9bb,2026-06-01T22:17:00+03:00
d2f4112e-491c-47f6-88d3-b24a2a695e43,0a85aa79-218b-401d-8a11-f82ac9fa4884,24bc3e90-66df-4c5b-8470-6c091ea3b2ec,true,,,2bd39912-7f4b-4a80-870a-7379c50d6816,2026-06-02T09:10:00+03:00
5a3d3728-a5fa-4189-8766-0588fb88101e,0a85aa79-218b-401d-8a11-f82ac9fa4884,e87e8712-78b5-4180-8804-da19a1291d83,true,,,2bd39912-7f4b-4a80-870a-7379c50d6816,2026-06-02T09:11:00+03:00
6e0ce11d-a18a-4dbf-8848-77b15a7e14b7,0a85aa79-218b-401d-8a11-f82ac9fa4884,a0bb9919-70a2-49bb-88b6-1d31027e3c55,true,demo/KDS-CC/opening/2/2.jpg,,2bd39912-7f4b-4a80-870a-7379c50d6816,2026-06-02T09:12:00+03:00
f91dbf49-d430-480e-8711-aed1f4991078,0a85aa79-218b-401d-8a11-f82ac9fa4884,8a8ef79d-12ec-40c7-82d5-85a7584287e0,true,,,2bd39912-7f4b-4a80-870a-7379c50d6816,2026-06-02T09:13:00+03:00
f098c7a3-556d-456e-8ab9-95972b329caa,0a85aa79-218b-401d-8a11-f82ac9fa4884,4e657d46-fd2a-42ec-8875-35da82ebf1b6,true,,,2bd39912-7f4b-4a80-870a-7379c50d6816,2026-06-02T09:14:00+03:00
3e4e4c91-16de-4379-8433-8b82b0c54edc,0a85aa79-218b-401d-8a11-f82ac9fa4884,5ccdca99-b856-4230-83da-cb4b3b55c014,true,,,2bd39912-7f4b-4a80-870a-7379c50d6816,2026-06-02T09:15:00+03:00
0e78a7f1-5173-4303-8bf9-79c386582cd8,0a85aa79-218b-401d-8a11-f82ac9fa4884,cbdce4b5-b07d-4561-845c-d2909319ad4b,true,,,2bd39912-7f4b-4a80-870a-7379c50d6816,2026-06-02T09:16:00+03:00
c8e6a80b-46a5-4572-8aaa-8fc4342e286e,0a85aa79-218b-401d-8a11-f82ac9fa4884,00251a4b-7856-4308-8c2b-5f12e149f704,true,,,2bd39912-7f4b-4a80-870a-7379c50d6816,2026-06-02T09:17:00+03:00
7f42f6d3-2931-461a-8ede-4a3b9c4d2f9f,e91152fb-6e4e-4f28-8d06-f2fddcacfd31,86c7122b-8600-4c93-8ca8-9c726fc9619d,true,,,ba9adcce-05be-49e0-8ba9-432c658cb9bb,2026-06-02T22:10:00+03:00
0df0f2ea-debc-48cb-838c-f3a46bf50785,e91152fb-6e4e-4f28-8d06-f2fddcacfd31,a890b1bb-506b-4e4f-8c68-bec1c4536790,true,,,ba9adcce-05be-49e0-8ba9-432c658cb9bb,2026-06-02T22:11:00+03:00
7bdbfa74-1f4f-4fd9-8080-5084f1f4914a,e91152fb-6e4e-4f28-8d06-f2fddcacfd31,15c32c85-1d6a-4050-85c0-7faa4d1eed6c,true,demo/KDS-CC/closing/2/2.jpg,,ba9adcce-05be-49e0-8ba9-432c658cb9bb,2026-06-02T22:12:00+03:00
c68aad3a-14de-40d9-85ac-b1282410ab3d,e91152fb-6e4e-4f28-8d06-f2fddcacfd31,987c0f5f-8b8c-40e4-82b2-4e2603b51b29,true,,,ba9adcce-05be-49e0-8ba9-432c658cb9bb,2026-06-02T22:13:00+03:00
bb546f58-6912-411e-88f3-6e3f5d28c7d1,e91152fb-6e4e-4f28-8d06-f2fddcacfd31,6ff4643a-5324-4a5c-8c55-9a9a8e62e86d,true,,,ba9adcce-05be-49e0-8ba9-432c658cb9bb,2026-06-02T22:14:00+03:00
891b7f11-098d-4bf9-8cdb-79f8fbfb7a42,e91152fb-6e4e-4f28-8d06-f2fddcacfd31,fd6ad414-bf45-459b-87fd-a2a125f2d802,true,,,ba9adcce-05be-49e0-8ba9-432c658cb9bb,2026-06-02T22:15:00+03:00
772f713e-8c4a-497e-88c5-91f7add17bbd,e91152fb-6e4e-4f28-8d06-f2fddcacfd31,c56702d1-76f1-4042-83a1-d7efbee539cb,true,demo/KDS-CC/closing/2/6.jpg,,ba9adcce-05be-49e0-8ba9-432c658cb9bb,2026-06-02T22:16:00+03:00
ccc77707-d4e1-45f3-8595-0f1872bf697c,e91152fb-6e4e-4f28-8d06-f2fddcacfd31,8a86ce0b-f4e3-475e-884e-b17cac774bf9,true,,,ba9adcce-05be-49e0-8ba9-432c658cb9bb,2026-06-02T22:17:00+03:00
822df5a6-68b4-49c0-819e-c4798bc8ea8a,09267079-d56a-4dc8-85f9-750d447897a9,24bc3e90-66df-4c5b-8470-6c091ea3b2ec,true,,,2bd39912-7f4b-4a80-870a-7379c50d6816,2026-06-03T09:10:00+03:00
2cfe172c-0483-4e48-81d8-64d2f280013e,09267079-d56a-4dc8-85f9-750d447897a9,e87e8712-78b5-4180-8804-da19a1291d83,true,,,2bd39912-7f4b-4a80-870a-7379c50d6816,2026-06-03T09:11:00+03:00
5af93cc1-372c-4725-8f75-d4f0235fea9d,09267079-d56a-4dc8-85f9-750d447897a9,a0bb9919-70a2-49bb-88b6-1d31027e3c55,true,demo/KDS-CC/opening/3/2.jpg,,2bd39912-7f4b-4a80-870a-7379c50d6816,2026-06-03T09:12:00+03:00
268442ac-8c09-4971-8526-b596283b0549,09267079-d56a-4dc8-85f9-750d447897a9,8a8ef79d-12ec-40c7-82d5-85a7584287e0,true,,,2bd39912-7f4b-4a80-870a-7379c50d6816,2026-06-03T09:13:00+03:00
b56dab50-041b-46f2-887c-1cea1da3b87d,09267079-d56a-4dc8-85f9-750d447897a9,4e657d46-fd2a-42ec-8875-35da82ebf1b6,true,,,2bd39912-7f4b-4a80-870a-7379c50d6816,2026-06-03T09:14:00+03:00
a57d3d58-48e4-4ea8-810c-435a9fa9d54d,09267079-d56a-4dc8-85f9-750d447897a9,5ccdca99-b856-4230-83da-cb4b3b55c014,true,,,2bd39912-7f4b-4a80-870a-7379c50d6816,2026-06-03T09:15:00+03:00
e290ef5a-2caf-4126-8ed1-0d0d8c4c99ca,09267079-d56a-4dc8-85f9-750d447897a9,cbdce4b5-b07d-4561-845c-d2909319ad4b,true,,,2bd39912-7f4b-4a80-870a-7379c50d6816,2026-06-03T09:16:00+03:00
06d901ec-1afd-4cab-8f37-c2cee8777139,09267079-d56a-4dc8-85f9-750d447897a9,00251a4b-7856-4308-8c2b-5f12e149f704,true,,,2bd39912-7f4b-4a80-870a-7379c50d6816,2026-06-03T09:17:00+03:00
b305c697-f3d5-4aa2-8c0f-1bad763cdbe5,bb2f9c89-7782-448f-809e-7afdbbfede3b,86c7122b-8600-4c93-8ca8-9c726fc9619d,true,,,ba9adcce-05be-49e0-8ba9-432c658cb9bb,2026-06-03T22:10:00+03:00
1c9a6088-88d1-46ba-8b28-3e34db2f5b6b,bb2f9c89-7782-448f-809e-7afdbbfede3b,a890b1bb-506b-4e4f-8c68-bec1c4536790,true,,,ba9adcce-05be-49e0-8ba9-432c658cb9bb,2026-06-03T22:11:00+03:00
fb5160c4-a65a-4a65-82b1-d46bd5f5c9ad,bb2f9c89-7782-448f-809e-7afdbbfede3b,15c32c85-1d6a-4050-85c0-7faa4d1eed6c,true,demo/KDS-CC/closing/3/2.jpg,,ba9adcce-05be-49e0-8ba9-432c658cb9bb,2026-06-03T22:12:00+03:00
dca00a0b-9091-4cc5-8e8a-d477fe3cc3a6,bb2f9c89-7782-448f-809e-7afdbbfede3b,987c0f5f-8b8c-40e4-82b2-4e2603b51b29,true,,,ba9adcce-05be-49e0-8ba9-432c658cb9bb,2026-06-03T22:13:00+03:00
11bedee1-1aa3-4b8d-80e8-a91311cda952,bb2f9c89-7782-448f-809e-7afdbbfede3b,6ff4643a-5324-4a5c-8c55-9a9a8e62e86d,true,,,ba9adcce-05be-49e0-8ba9-432c658cb9bb,2026-06-03T22:14:00+03:00
643e6a7c-6d31-46d1-8367-5b33d10a8a1a,bb2f9c89-7782-448f-809e-7afdbbfede3b,fd6ad414-bf45-459b-87fd-a2a125f2d802,true,,,ba9adcce-05be-49e0-8ba9-432c658cb9bb,2026-06-03T22:15:00+03:00
e1e9fe5a-760d-4171-8b0f-77292854bb0f,bb2f9c89-7782-448f-809e-7afdbbfede3b,c56702d1-76f1-4042-83a1-d7efbee539cb,true,demo/KDS-CC/closing/3/6.jpg,,ba9adcce-05be-49e0-8ba9-432c658cb9bb,2026-06-03T22:16:00+03:00
e958da5c-0106-4baa-8b1d-c6563d71b394,bb2f9c89-7782-448f-809e-7afdbbfede3b,8a86ce0b-f4e3-475e-884e-b17cac774bf9,true,,,ba9adcce-05be-49e0-8ba9-432c658cb9bb,2026-06-03T22:17:00+03:00
19b223fd-ef73-4274-8e28-d512309a027a,a4d1271d-b096-461e-8d23-abec462796c8,24bc3e90-66df-4c5b-8470-6c091ea3b2ec,true,,,2bd39912-7f4b-4a80-870a-7379c50d6816,2026-06-04T09:10:00+03:00
5c2bd281-22eb-429a-8fa0-8e1c7fbfce99,a4d1271d-b096-461e-8d23-abec462796c8,e87e8712-78b5-4180-8804-da19a1291d83,true,,,2bd39912-7f4b-4a80-870a-7379c50d6816,2026-06-04T09:11:00+03:00
17b6eee9-0a8d-4752-8d0d-8d3b0c5749e1,a4d1271d-b096-461e-8d23-abec462796c8,a0bb9919-70a2-49bb-88b6-1d31027e3c55,true,demo/KDS-CC/opening/4/2.jpg,,2bd39912-7f4b-4a80-870a-7379c50d6816,2026-06-04T09:12:00+03:00
51a453d3-9100-4969-85b1-7ea6b64256b0,a4d1271d-b096-461e-8d23-abec462796c8,8a8ef79d-12ec-40c7-82d5-85a7584287e0,true,,,2bd39912-7f4b-4a80-870a-7379c50d6816,2026-06-04T09:13:00+03:00
309e871d-aea1-41af-8e42-962406391ceb,a4d1271d-b096-461e-8d23-abec462796c8,4e657d46-fd2a-42ec-8875-35da82ebf1b6,true,,,2bd39912-7f4b-4a80-870a-7379c50d6816,2026-06-04T09:14:00+03:00
90686aa9-ffb1-4a0a-80d9-42483e7bb39d,a4d1271d-b096-461e-8d23-abec462796c8,5ccdca99-b856-4230-83da-cb4b3b55c014,true,,,2bd39912-7f4b-4a80-870a-7379c50d6816,2026-06-04T09:15:00+03:00
d1228871-e2ed-413f-8561-7999699092c9,a4d1271d-b096-461e-8d23-abec462796c8,cbdce4b5-b07d-4561-845c-d2909319ad4b,true,,,2bd39912-7f4b-4a80-870a-7379c50d6816,2026-06-04T09:16:00+03:00
088671b8-ff69-48f9-8d1b-db0c4cd6681b,a4d1271d-b096-461e-8d23-abec462796c8,00251a4b-7856-4308-8c2b-5f12e149f704,true,,,2bd39912-7f4b-4a80-870a-7379c50d6816,2026-06-04T09:17:00+03:00
07fa27dc-3fbe-443d-82c6-4069c9b36f06,6f8e18db-36fa-4cc7-8818-00672b31e991,86c7122b-8600-4c93-8ca8-9c726fc9619d,true,,,ba9adcce-05be-49e0-8ba9-432c658cb9bb,2026-06-04T22:10:00+03:00
4b371c05-6a52-49c6-83d5-700f02c3a262,6f8e18db-36fa-4cc7-8818-00672b31e991,a890b1bb-506b-4e4f-8c68-bec1c4536790,true,,,ba9adcce-05be-49e0-8ba9-432c658cb9bb,2026-06-04T22:11:00+03:00
d8a8ebf7-7073-4a34-8cde-3c2f5d63ddb0,6f8e18db-36fa-4cc7-8818-00672b31e991,15c32c85-1d6a-4050-85c0-7faa4d1eed6c,true,demo/KDS-CC/closing/4/2.jpg,,ba9adcce-05be-49e0-8ba9-432c658cb9bb,2026-06-04T22:12:00+03:00
71c7c5b6-beef-4614-8676-3b6ce4f8e720,6f8e18db-36fa-4cc7-8818-00672b31e991,987c0f5f-8b8c-40e4-82b2-4e2603b51b29,true,,,ba9adcce-05be-49e0-8ba9-432c658cb9bb,2026-06-04T22:13:00+03:00
0ac3b30a-b7d6-49b4-8d55-f78b28787185,6f8e18db-36fa-4cc7-8818-00672b31e991,6ff4643a-5324-4a5c-8c55-9a9a8e62e86d,true,,,ba9adcce-05be-49e0-8ba9-432c658cb9bb,2026-06-04T22:14:00+03:00
39ae74de-ad24-43ee-851c-78b63dfc420b,6f8e18db-36fa-4cc7-8818-00672b31e991,fd6ad414-bf45-459b-87fd-a2a125f2d802,true,,,ba9adcce-05be-49e0-8ba9-432c658cb9bb,2026-06-04T22:15:00+03:00
12ec4143-27fd-4a3f-83af-67c58a344e53,6f8e18db-36fa-4cc7-8818-00672b31e991,c56702d1-76f1-4042-83a1-d7efbee539cb,true,demo/KDS-CC/closing/4/6.jpg,,ba9adcce-05be-49e0-8ba9-432c658cb9bb,2026-06-04T22:16:00+03:00
b42a451d-cf8b-4e28-857e-302b9a1b9b82,6f8e18db-36fa-4cc7-8818-00672b31e991,8a86ce0b-f4e3-475e-884e-b17cac774bf9,true,,,ba9adcce-05be-49e0-8ba9-432c658cb9bb,2026-06-04T22:17:00+03:00
1c899967-9b2b-4be9-8331-c3bdb828b2b5,e8afb46d-b8ab-4dac-881d-8550f7f086c4,24bc3e90-66df-4c5b-8470-6c091ea3b2ec,true,,,2bd39912-7f4b-4a80-870a-7379c50d6816,2026-06-05T09:10:00+03:00
fc26fc90-c987-4307-81c1-24b77ada3cc0,e8afb46d-b8ab-4dac-881d-8550f7f086c4,e87e8712-78b5-4180-8804-da19a1291d83,true,,,2bd39912-7f4b-4a80-870a-7379c50d6816,2026-06-05T09:11:00+03:00
86b7f593-7cc3-4ec0-8a47-60fbe5ad2ab0,e8afb46d-b8ab-4dac-881d-8550f7f086c4,a0bb9919-70a2-49bb-88b6-1d31027e3c55,true,demo/KDS-CC/opening/5/2.jpg,,2bd39912-7f4b-4a80-870a-7379c50d6816,2026-06-05T09:12:00+03:00
8613615c-a9c0-4b37-800e-9e9e9b766354,e8afb46d-b8ab-4dac-881d-8550f7f086c4,8a8ef79d-12ec-40c7-82d5-85a7584287e0,true,,,2bd39912-7f4b-4a80-870a-7379c50d6816,2026-06-05T09:13:00+03:00
b0752629-c309-427e-8701-c22d49abd39c,e8afb46d-b8ab-4dac-881d-8550f7f086c4,4e657d46-fd2a-42ec-8875-35da82ebf1b6,true,,,2bd39912-7f4b-4a80-870a-7379c50d6816,2026-06-05T09:14:00+03:00
1c10265d-7e9a-4f29-8f52-163d7a3a7654,e8afb46d-b8ab-4dac-881d-8550f7f086c4,5ccdca99-b856-4230-83da-cb4b3b55c014,true,,,2bd39912-7f4b-4a80-870a-7379c50d6816,2026-06-05T09:15:00+03:00
db506385-9300-4447-8fb7-bbcc5ba22def,e8afb46d-b8ab-4dac-881d-8550f7f086c4,cbdce4b5-b07d-4561-845c-d2909319ad4b,true,,,2bd39912-7f4b-4a80-870a-7379c50d6816,2026-06-05T09:16:00+03:00
5d44e0b5-2793-43c2-82dd-4e32a6d1f580,e8afb46d-b8ab-4dac-881d-8550f7f086c4,00251a4b-7856-4308-8c2b-5f12e149f704,true,,,2bd39912-7f4b-4a80-870a-7379c50d6816,2026-06-05T09:17:00+03:00
eeb89ffc-601c-4e33-85f5-0fed3851e195,65eff856-5185-47a0-83f1-67c80b18b169,86c7122b-8600-4c93-8ca8-9c726fc9619d,true,,,ba9adcce-05be-49e0-8ba9-432c658cb9bb,2026-06-05T22:10:00+03:00
341b6624-5859-4aaa-8709-9af9ee07ab71,65eff856-5185-47a0-83f1-67c80b18b169,a890b1bb-506b-4e4f-8c68-bec1c4536790,true,,,ba9adcce-05be-49e0-8ba9-432c658cb9bb,2026-06-05T22:11:00+03:00
08ada0c5-1d52-4373-81eb-28c273203cda,65eff856-5185-47a0-83f1-67c80b18b169,15c32c85-1d6a-4050-85c0-7faa4d1eed6c,true,demo/KDS-CC/closing/5/2.jpg,,ba9adcce-05be-49e0-8ba9-432c658cb9bb,2026-06-05T22:12:00+03:00
55500739-9429-4206-8695-ea51f1dbacfe,65eff856-5185-47a0-83f1-67c80b18b169,987c0f5f-8b8c-40e4-82b2-4e2603b51b29,true,,,ba9adcce-05be-49e0-8ba9-432c658cb9bb,2026-06-05T22:13:00+03:00
61223c49-c474-49a6-8f07-389f2e1e50ea,65eff856-5185-47a0-83f1-67c80b18b169,6ff4643a-5324-4a5c-8c55-9a9a8e62e86d,true,,,ba9adcce-05be-49e0-8ba9-432c658cb9bb,2026-06-05T22:14:00+03:00
1bd7228a-8c5f-4ed1-863c-516079d38687,65eff856-5185-47a0-83f1-67c80b18b169,fd6ad414-bf45-459b-87fd-a2a125f2d802,true,,,ba9adcce-05be-49e0-8ba9-432c658cb9bb,2026-06-05T22:15:00+03:00
833fc534-42e9-434e-8ef1-898d1983b7f4,65eff856-5185-47a0-83f1-67c80b18b169,c56702d1-76f1-4042-83a1-d7efbee539cb,true,demo/KDS-CC/closing/5/6.jpg,,ba9adcce-05be-49e0-8ba9-432c658cb9bb,2026-06-05T22:16:00+03:00
172fcd40-29be-4ece-86d3-545508fa3c20,65eff856-5185-47a0-83f1-67c80b18b169,8a86ce0b-f4e3-475e-884e-b17cac774bf9,true,,,ba9adcce-05be-49e0-8ba9-432c658cb9bb,2026-06-05T22:17:00+03:00
e8795619-9425-458a-8d04-da0ee0636f7d,43651887-804b-4f4b-86d1-9f98852df4be,24bc3e90-66df-4c5b-8470-6c091ea3b2ec,true,,,2bd39912-7f4b-4a80-870a-7379c50d6816,2026-06-06T09:10:00+03:00
4b21b567-e316-46ab-85bf-6a89ae9862cc,43651887-804b-4f4b-86d1-9f98852df4be,e87e8712-78b5-4180-8804-da19a1291d83,true,,,2bd39912-7f4b-4a80-870a-7379c50d6816,2026-06-06T09:11:00+03:00
15c676d6-7a90-4527-843d-8e0f00819a26,43651887-804b-4f4b-86d1-9f98852df4be,a0bb9919-70a2-49bb-88b6-1d31027e3c55,true,demo/KDS-CC/opening/6/2.jpg,,2bd39912-7f4b-4a80-870a-7379c50d6816,2026-06-06T09:12:00+03:00
f2589b38-c4a0-4cb0-804b-cbee4fe8a1e3,43651887-804b-4f4b-86d1-9f98852df4be,8a8ef79d-12ec-40c7-82d5-85a7584287e0,true,,,2bd39912-7f4b-4a80-870a-7379c50d6816,2026-06-06T09:13:00+03:00
f64817a3-6286-431f-8829-7832c09f38c5,43651887-804b-4f4b-86d1-9f98852df4be,4e657d46-fd2a-42ec-8875-35da82ebf1b6,true,,,2bd39912-7f4b-4a80-870a-7379c50d6816,2026-06-06T09:14:00+03:00
cb4c4ee3-7de7-47a2-8fc7-8b35f0f30a20,43651887-804b-4f4b-86d1-9f98852df4be,5ccdca99-b856-4230-83da-cb4b3b55c014,true,,,2bd39912-7f4b-4a80-870a-7379c50d6816,2026-06-06T09:15:00+03:00
a8addb22-e274-4f88-841e-ee426aa5660d,43651887-804b-4f4b-86d1-9f98852df4be,cbdce4b5-b07d-4561-845c-d2909319ad4b,true,,,2bd39912-7f4b-4a80-870a-7379c50d6816,2026-06-06T09:16:00+03:00
4009153b-8ef4-45b6-82a2-fda8dc1e1d64,43651887-804b-4f4b-86d1-9f98852df4be,00251a4b-7856-4308-8c2b-5f12e149f704,true,,,2bd39912-7f4b-4a80-870a-7379c50d6816,2026-06-06T09:17:00+03:00
8c2f031e-a327-434f-86a4-c9754b3eec79,b17c827a-f7c4-45c4-8aeb-ab88a5389715,86c7122b-8600-4c93-8ca8-9c726fc9619d,true,,,ba9adcce-05be-49e0-8ba9-432c658cb9bb,2026-06-06T22:10:00+03:00
4a57b0d0-faa6-4b13-816d-da888423d280,b17c827a-f7c4-45c4-8aeb-ab88a5389715,a890b1bb-506b-4e4f-8c68-bec1c4536790,true,,,ba9adcce-05be-49e0-8ba9-432c658cb9bb,2026-06-06T22:11:00+03:00
fc91fd05-1cd8-44f0-8172-1d71a942c785,b17c827a-f7c4-45c4-8aeb-ab88a5389715,15c32c85-1d6a-4050-85c0-7faa4d1eed6c,true,demo/KDS-CC/closing/6/2.jpg,,ba9adcce-05be-49e0-8ba9-432c658cb9bb,2026-06-06T22:12:00+03:00
fb780544-ce35-45d8-81e9-82116f4b4cf9,b17c827a-f7c4-45c4-8aeb-ab88a5389715,987c0f5f-8b8c-40e4-82b2-4e2603b51b29,true,,,ba9adcce-05be-49e0-8ba9-432c658cb9bb,2026-06-06T22:13:00+03:00
150a8585-fb83-4ed9-80c6-5a3b71d54762,b17c827a-f7c4-45c4-8aeb-ab88a5389715,6ff4643a-5324-4a5c-8c55-9a9a8e62e86d,true,,,ba9adcce-05be-49e0-8ba9-432c658cb9bb,2026-06-06T22:14:00+03:00
5cf5cf11-0399-4d36-8af0-5affe72295cb,b17c827a-f7c4-45c4-8aeb-ab88a5389715,fd6ad414-bf45-459b-87fd-a2a125f2d802,true,,,ba9adcce-05be-49e0-8ba9-432c658cb9bb,2026-06-06T22:15:00+03:00
719abce9-25d0-4e9c-8db9-25b1285b482c,b17c827a-f7c4-45c4-8aeb-ab88a5389715,c56702d1-76f1-4042-83a1-d7efbee539cb,true,demo/KDS-CC/closing/6/6.jpg,,ba9adcce-05be-49e0-8ba9-432c658cb9bb,2026-06-06T22:16:00+03:00
238665a5-519c-43aa-840b-d2dccc49f2e6,b17c827a-f7c4-45c4-8aeb-ab88a5389715,8a86ce0b-f4e3-475e-884e-b17cac774bf9,true,,,ba9adcce-05be-49e0-8ba9-432c658cb9bb,2026-06-06T22:17:00+03:00
43fa4d11-436c-49bf-8560-97ce3d0f2bb9,7414854e-e2d0-47e6-863c-984b274e506c,24bc3e90-66df-4c5b-8470-6c091ea3b2ec,true,,,2bd39912-7f4b-4a80-870a-7379c50d6816,2026-06-07T09:10:00+03:00
0e13ff44-6582-415d-8cf0-9ac343e8b6ce,7414854e-e2d0-47e6-863c-984b274e506c,e87e8712-78b5-4180-8804-da19a1291d83,true,,,2bd39912-7f4b-4a80-870a-7379c50d6816,2026-06-07T09:11:00+03:00
11f008c6-1af5-4ff1-8f6f-df8e7e1b7dd3,7414854e-e2d0-47e6-863c-984b274e506c,a0bb9919-70a2-49bb-88b6-1d31027e3c55,true,demo/KDS-CC/opening/7/2.jpg,,2bd39912-7f4b-4a80-870a-7379c50d6816,2026-06-07T09:12:00+03:00
2c2f5589-af15-4ce4-8a08-7ee59cfd116c,7414854e-e2d0-47e6-863c-984b274e506c,8a8ef79d-12ec-40c7-82d5-85a7584287e0,true,,,2bd39912-7f4b-4a80-870a-7379c50d6816,2026-06-07T09:13:00+03:00
aeb7c73d-7eb5-4ce7-8a2d-4b1923d0f29b,7414854e-e2d0-47e6-863c-984b274e506c,4e657d46-fd2a-42ec-8875-35da82ebf1b6,true,,,2bd39912-7f4b-4a80-870a-7379c50d6816,2026-06-07T09:14:00+03:00
fc4c5fbb-493f-4ccf-80db-56036301f465,7414854e-e2d0-47e6-863c-984b274e506c,5ccdca99-b856-4230-83da-cb4b3b55c014,true,,,2bd39912-7f4b-4a80-870a-7379c50d6816,2026-06-07T09:15:00+03:00
c0d04219-2afd-4a3c-888d-42884b7f4291,7414854e-e2d0-47e6-863c-984b274e506c,cbdce4b5-b07d-4561-845c-d2909319ad4b,true,,,2bd39912-7f4b-4a80-870a-7379c50d6816,2026-06-07T09:16:00+03:00
7e547f71-39f3-4978-856f-344f12be5b5c,7414854e-e2d0-47e6-863c-984b274e506c,00251a4b-7856-4308-8c2b-5f12e149f704,true,,,2bd39912-7f4b-4a80-870a-7379c50d6816,2026-06-07T09:17:00+03:00
38b3827d-fa6d-4e29-82fa-3cfea650ab6e,3df5134d-75db-4ce8-8fab-047c14b641b2,86c7122b-8600-4c93-8ca8-9c726fc9619d,true,,,ba9adcce-05be-49e0-8ba9-432c658cb9bb,2026-06-07T22:10:00+03:00
