id,template_id,location_id,location_code,title,checklist_date,checklist_kind,due_at,status,assigned_to,submitted_by,submitted_at
43651887-804b-4f4b-86d1-9f98852df4be,bd8a94a5-ca90-4d85-8a2f-408135c86383,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,Daily Opening — Kids Driving School,2026-06-06,opening,2026-06-06T09:00:00+03:00,submitted,2bd39912-7f4b-4a80-870a-7379c50d6816,2bd39912-7f4b-4a80-870a-7379c50d6816,2026-06-06T09:15:00+03:00
b17c827a-f7c4-45c4-8aeb-ab88a5389715,c451fa27-7034-45a4-8733-74a1cc26e0a7,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,Daily Closing — Kids Driving School,2026-06-06,closing,2026-06-06T22:00:00+03:00,submitted,ba9adcce-05be-49e0-8ba9-432c658cb9bb,ba9adcce-05be-49e0-8ba9-432c658cb9bb,2026-06-06T22:15:00+03:00
7414854e-e2d0-47e6-863c-984b274e506c,bd8a94a5-ca90-4d85-8a2f-408135c86383,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,Daily Opening — Kids Driving School,2026-06-07,opening,2026-06-07T09:00:00+03:00,submitted,2bd39912-7f4b-4a80-870a-7379c50d6816,2bd39912-7f4b-4a80-870a-7379c50d6816,2026-06-07T09:15:00+03:00
3df5134d-75db-4ce8-8fab-047c14b641b2,c451fa27-7034-45a4-8733-74a1cc26e0a7,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,Daily Closing — Kids Driving School,2026-06-07,closing,2026-06-07T22:00:00+03:00,submitted,ba9adcce-05be-49e0-8ba9-432c658cb9bb,ba9adcce-05be-49e0-8ba9-432c658cb9bb,2026-06-07T22:15:00+03:00
f08504f9-f134-418a-84a9-0a0bde08d7b6,bd8a94a5-ca90-4d85-8a2f-408135c86383,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,Daily Opening — Kids Driving School,2026-06-08,opening,2026-06-08T09:00:00+03:00,submitted,2bd39912-7f4b-4a80-870a-7379c50d6816,2bd39912-7f4b-4a80-870a-7379c50d6816,2026-06-08T09:15:00+03:00
e8dd52f8-78b7-4133-85cd-9c1a828f42e7,c451fa27-7034-45a4-8733-74a1cc26e0a7,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,Daily Closing — Kids Driving School,2026-06-08,closing,2026-06-08T22:00:00+03:00,submitted,ba9adcce-05be-49e0-8ba9-432c658cb9bb,ba9adcce-05be-49e0-8ba9-432c658cb9bb,2026-06-08T22:15:00+03:00
813910c3-24f6-427b-844c-99393716838b,bd8a94a5-ca90-4d85-8a2f-408135c86383,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,Daily Opening — Kids Driving School,2026-06-09,opening,2026-06-09T09:00:00+03:00,submitted,2bd39912-7f4b-4a80-870a-7379c50d6816,2bd39912-7f4b-4a80-870a-7379c50d6816,2026-06-09T09:15:00+03:00
a12d34d0-876e-44a0-8c4f-c9ebda6fb9cf,c451fa27-7034-45a4-8733-74a1cc26e0a7,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,Daily Closing — Kids Driving School,2026-06-09,closing,2026-06-09T22:00:00+03:00,submitted,ba9adcce-05be-49e0-8ba9-432c658cb9bb,ba9adcce-05be-49e0-8ba9-432c658cb9bb,2026-06-09T22:15:00+03:00
54f9be70-27d3-439a-80ca-a86531893337,bd8a94a5-ca90-4d85-8a2f-408135c86383,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,Daily Opening — Kids Driving School,2026-06-10,opening,2026-06-10T09:00:00+03:00,submitted,2bd39912-7f4b-4a80-870a-7379c50d6816,2bd39912-7f4b-4a80-870a-7379c50d6816,2026-06-10T09:15:00+03:00
b9dbce1c-4c6f-4fa3-8843-573f4b28eb60,c451fa27-7034-45a4-8733-74a1cc26e0a7,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,Daily Closing — Kids Driving School,2026-06-10,closing,2026-06-10T22:00:00+03:00,submitted,ba9adcce-05be-49e0-8ba9-432c658cb9bb,ba9adcce-05be-49e0-8ba9-432c658cb9bb,2026-06-10T22:15:00+03:00
78679882-bf39-411a-8c26-061f72daa651,bd8a94a5-ca90-4d85-8a2f-408135c86383,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,Daily Opening — Kids Driving School,2026-06-11,opening,2026-06-11T09:00:00+03:00,submitted,2bd39912-7f4b-4a80-870a-7379c50d6816,2bd39912-7f4b-4a80-870a-7379c50d6816,2026-06-11T09:15:00+03:00
d1505125-811c-4d0f-80e3-0c5dd3f620fc,c451fa27-7034-45a4-8733-74a1cc26e0a7,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,Daily Closing — Kids Driving School,2026-06-11,closing,2026-06-11T22:00:00+03:00,submitted,ba9adcce-05be-49e0-8ba9-432c658cb9bb,ba9adcce-05be-49e0-8ba9-432c658cb9bb,2026-06-11T22:15:00+03:00
1356f44d-6e26-4f42-8e8a-be142c55b9bc,bd8a94a5-ca90-4d85-8a2f-408135c86383,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,Daily Opening — Kids Driving School,2026-06-12,opening,2026-06-12T09:00:00+03:00,submitted,2bd39912-7f4b-4a80-870a-7379c50d6816,2bd39912-7f4b-4a80-870a-7379c50d6816,2026-06-12T09:15:00+03:00
09149143-4f0c-4b6f-8495-c7d0d1d533bd,c451fa27-7034-45a4-8733-74a1cc26e0a7,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,Daily Closing — Kids Driving School,2026-06-12,closing,2026-06-12T22:00:00+03:00,submitted,ba9adcce-05be-49e0-8ba9-432c658cb9bb,ba9adcce-05be-49e0-8ba9-432c658cb9bb,2026-06-12T22:15:00+03:00
b53f64f6-c693-49db-8f49-b2aa63a1a7eb,bd8a94a5-ca90-4d85-8a2f-408135c86383,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,Daily Opening — Kids Driving School,2026-06-13,opening,2026-06-13T09:00:00+03:00,submitted,2bd39912-7f4b-4a80-870a-7379c50d6816,2bd39912-7f4b-4a80-870a-7379c50d6816,2026-06-13T09:15:00+03:00
d574019a-6836-404e-8b58-41e4c9a83e6b,c451fa27-7034-45a4-8733-74a1cc26e0a7,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,Daily Closing — Kids Driving School,2026-06-13,closing,2026-06-13T22:00:00+03:00,submitted,ba9adcce-05be-49e0-8ba9-432c658cb9bb,ba9adcce-05be-49e0-8ba9-432c658cb9bb,2026-06-13T22:15:00+03:00
55a46337-ff2d-4511-853b-4c01baf08bc4,bd8a94a5-ca90-4d85-8a2f-408135c86383,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,Daily Opening — Kids Driving School,2026-06-14,opening,2026-06-14T09:00:00+03:00,submitted,2bd39912-7f4b-4a80-870a-7379c50d6816,2bd39912-7f4b-4a80-870a-7379c50d6816,2026-06-14T09:15:00+03:00
b2acb539-e75f-46b5-8c47-04fa28d790d5,c451fa27-7034-45a4-8733-74a1cc26e0a7,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,Daily Closing — Kids Driving School,2026-06-14,closing,2026-06-14T22:00:00+03:00,submitted,ba9adcce-05be-49e0-8ba9-432c658cb9bb,ba9adcce-05be-49e0-8ba9-432c658cb9bb,2026-06-14T22:15:00+03:00
9eb1ebe9-9a70-4ab3-866b-2489875de80f,bd8a94a5-ca90-4d85-8a2f-408135c86383,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,Daily Opening — Kids Driving School,2026-06-15,opening,2026-06-15T09:00:00+03:00,submitted,2bd39912-7f4b-4a80-870a-7379c50d6816,2bd39912-7f4b-4a80-870a-7379c50d6816,2026-06-15T09:15:00+03:00
0526a377-b5d0-49c1-874a-432afbf42817,c451fa27-7034-45a4-8733-74a1cc26e0a7,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,Daily Closing — Kids Driving School,2026-06-15,closing,2026-06-15T22:00:00+03:00,submitted,ba9adcce-05be-49e0-8ba9-432c658cb9bb,ba9adcce-05be-49e0-8ba9-432c658cb9bb,2026-06-15T22:15:00+03:00
506c5a97-a8ea-4308-840f-1a356110a165,bd8a94a5-ca90-4d85-8a2f-408135c86383,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,Daily Opening — Kids Driving School,2026-06-16,opening,2026-06-16T09:00:00+03:00,submitted,2bd39912-7f4b-4a80-870a-7379c50d6816,2bd39912-7f4b-4a80-870a-7379c50d6816,2026-06-16T09:15:00+03:00
b068e464-2d8d-44a3-832d-cc1978977cca,c451fa27-7034-45a4-8733-74a1cc26e0a7,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,Daily Closing — Kids Driving School,2026-06-16,closing,2026-06-16T22:00:00+03:00,submitted,ba9adcce-05be-49e0-8ba9-432c658cb9bb,ba9adcce-05be-49e0-8ba9-432c658cb9bb,2026-06-16T22:15:00+03:00
ca99a74d-fdca-4e3d-8e68-3aa0fb278fc4,bd8a94a5-ca90-4d85-8a2f-408135c86383,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,Daily Opening — Kids Driving School,2026-06-17,opening,2026-06-17T09:00:00+03:00,submitted,2bd39912-7f4b-4a80-870a-7379c50d6816,2bd39912-7f4b-4a80-870a-7379c50d6816,2026-06-17T09:15:00+03:00
b42dc3fd-2001-4d60-86c2-480b8325afcf,c451fa27-7034-45a4-8733-74a1cc26e0a7,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,Daily Closing — Kids Driving School,2026-06-17,closing,2026-06-17T22:00:00+03:00,submitted,ba9adcce-05be-49e0-8ba9-432c658cb9bb,ba9adcce-05be-49e0-8ba9-432c658cb9bb,2026-06-17T22:15:00+03:00
a5a1b45b-69cb-4f0b-8348-0cacfeb5bcaf,bd8a94a5-ca90-4d85-8a2f-408135c86383,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,Daily Opening — Kids Driving School,2026-06-18,opening,2026-06-18T09:00:00+03:00,submitted,2bd39912-7f4b-4a80-870a-7379c50d6816,2bd39912-7f4b-4a80-870a-7379c50d6816,2026-06-18T09:15:00+03:00
cb57cf32-42ed-4c5e-8296-1527f8a4ef3c,c451fa27-7034-45a4-8733-74a1cc26e0a7,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,Daily Closing — Kids Driving School,2026-06-18,closing,2026-06-18T22:00:00+03:00,submitted,ba9adcce-05be-49e0-8ba9-432c658cb9bb,ba9adcce-05be-49e0-8ba9-432c658cb9bb,2026-06-18T22:15:00+03:00
1344464b-11a5-4476-84dd-aebb16ad4c5e,bd8a94a5-ca90-4d85-8a2f-408135c86383,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,Daily Opening — Kids Driving School,2026-06-19,opening,2026-06-19T09:00:00+03:00,submitted,2bd39912-7f4b-4a80-870a-7379c50d6816,2bd39912-7f4b-4a80-870a-7379c50d6816,2026-06-19T09:15:00+03:00
8fc6df30-c130-4bae-8178-3ac126722e37,c451fa27-7034-45a4-8733-74a1cc26e0a7,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,Daily Closing — Kids Driving School,2026-06-19,closing,2026-06-19T22:00:00+03:00,submitted,ba9adcce-05be-49e0-8ba9-432c658cb9bb,ba9adcce-05be-49e0-8ba9-432c658cb9bb,2026-06-19T22:15:00+03:00
ddd3dd0a-0eb1-4b1c-84bc-742ed79ec3cd,bd8a94a5-ca90-4d85-8a2f-408135c86383,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,Daily Opening — Kids Driving School,2026-06-20,opening,2026-06-20T09:00:00+03:00,submitted,2bd39912-7f4b-4a80-870a-7379c50d6816,2bd39912-7f4b-4a80-870a-7379c50d6816,2026-06-20T09:15:00+03:00
b4596e81-011a-46df-800b-e12cfa0e822a,c451fa27-7034-45a4-8733-74a1cc26e0a7,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,Daily Closing — Kids Driving School,2026-06-20,closing,2026-06-20T22:00:00+03:00,submitted,ba9adcce-05be-49e0-8ba9-432c658cb9bb,ba9adcce-05be-49e0-8ba9-432c658cb9bb,2026-06-20T22:15:00+03:00
403cfc80-d2c3-4286-890b-68c95a0d7cc6,bd8a94a5-ca90-4d85-8a2f-408135c86383,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,Daily Opening — Kids Driving School,2026-06-21,opening,2026-06-21T09:00:00+03:00,submitted,2bd39912-7f4b-4a80-870a-7379c50d6816,2bd39912-7f4b-4a80-870a-7379c50d6816,2026-06-21T09:15:00+03:00
bdbba1b3-5375-444c-8a7c-bc6ee9a0cf39,c451fa27-7034-45a4-8733-74a1cc26e0a7,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,Daily Closing — Kids Driving School,2026-06-21,closing,2026-06-21T22:00:00+03:00,submitted,ba9adcce-05be-49e0-8ba9-432c658cb9bb,ba9adcce-05be-49e0-8ba9-432c658cb9bb,2026-06-21T22:15:00+03:00
b6bd5c23-6a84-465e-836c-8d8cf569efc1,bd8a94a5-ca90-4d85-8a2f-408135c86383,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,Daily Opening — Kids Driving School,2026-06-22,opening,2026-06-22T09:00:00+03:00,submitted,2bd39912-7f4b-4a80-870a-7379c50d6816,2bd39912-7f4b-4a80-870a-7379c50d6816,2026-06-22T09:15:00+03:00
3a366ba4-0bb2-487f-8906-80050ec8447e,c451fa27-7034-45a4-8733-74a1cc26e0a7,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,Daily Closing — Kids Driving School,2026-06-22,closing,2026-06-22T22:00:00+03:00,submitted,ba9adcce-05be-49e0-8ba9-432c658cb9bb,ba9adcce-05be-49e0-8ba9-432c658cb9bb,2026-06-22T22:15:00+03:00
a63472b8-1208-4466-878f-07cd80776088,bd8a94a5-ca90-4d85-8a2f-408135c86383,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,Daily Opening — Kids Driving School,2026-06-23,opening,2026-06-23T09:00:00+03:00,submitted,2bd39912-7f4b-4a80-870a-7379c50d6816,2bd39912-7f4b-4a80-870a-7379c50d6816,2026-06-23T09:15:00+03:00
7a0fb59c-f9c4-4fdd-81eb-e431c718ca00,c451fa27-7034-45a4-8733-74a1cc26e0a7,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,Daily Closing — Kids Driving School,2026-06-23,closing,2026-06-23T22:00:00+03:00,submitted,ba9adcce-05be-49e0-8ba9-432c658cb9bb,ba9adcce-05be-49e0-8ba9-432c658cb9bb,2026-06-23T22:15:00+03:00
fa3ec6f3-4396-4039-8861-0603a3f386ce,bd8a94a5-ca90-4d85-8a2f-408135c86383,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,Daily Opening — Kids Driving School,2026-06-24,opening,2026-06-24T09:00:00+03:00,submitted,2bd39912-7f4b-4a80-870a-7379c50d6816,2bd39912-7f4b-4a80-870a-7379c50d6816,2026-06-24T09:15:00+03:00
a6f3638a-0bab-479d-86bd-69422c2e9fdb,c451fa27-7034-45a4-8733-74a1cc26e0a7,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,Daily Closing — Kids Driving School,2026-06-24,closing,2026-06-24T22:00:00+03:00,submitted,ba9adcce-05be-49e0-8ba9-432c658cb9bb,ba9adcce-05be-49e0-8ba9-432c658cb9bb,2026-06-24T22:15:00+03:00
992d6457-5a75-4823-8098-c67b7bd8f1da,bd8a94a5-ca90-4d85-8a2f-408135c86383,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,Daily Opening — Kids Driving School,2026-06-25,opening,2026-06-25T09:00:00+03:00,submitted,2bd39912-7f4b-4a80-870a-7379c50d6816,2bd39912-7f4b-4a80-870a-7379c50d6816,2026-06-25T09:15:00+03:00
bad69f38-840b-472c-8e19-05d04c41447f,c451fa27-7034-45a4-8733-74a1cc26e0a7,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,Daily Closing — Kids Driving School,2026-06-25,closing,2026-06-25T22:00:00+03:00,submitted,ba9adcce-05be-49e0-8ba9-432c658cb9bb,ba9adcce-05be-49e0-8ba9-432c658cb9bb,2026-06-25T22:15:00+03:00
10ecaf72-e12c-4b8f-87a7-ec294db5994c,bd8a94a5-ca90-4d85-8a2f-408135c86383,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,Daily Opening — Kids Driving School,2026-06-26,opening,2026-06-26T09:00:00+03:00,submitted,2bd39912-7f4b-4a80-870a-7379c50d6816,2bd39912-7f4b-4a80-870a-7379c50d6816,2026-06-26T09:15:00+03:00
056b1cca-e33a-4dff-8eec-340caf12feed,c451fa27-7034-45a4-8733-74a1cc26e0a7,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,Daily Closing — Kids Driving School,2026-06-26,closing,2026-06-26T22:00:00+03:00,submitted,ba9adcce-05be-49e0-8ba9-432c658cb9bb,ba9adcce-05be-49e0-8ba9-432c658cb9bb,2026-06-26T22:15:00+03:00
5df15c77-c1f7-4da9-8bd0-90897347c318,bd8a94a5-ca90-4d85-8a2f-408135c86383,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,Daily Opening — Kids Driving School,2026-06-27,opening,2026-06-27T09:00:00+03:00,submitted,2bd39912-7f4b-4a80-870a-7379c50d6816,2bd39912-7f4b-4a80-870a-7379c50d6816,2026-06-27T09:15:00+03:00
b993cc76-ae02-4ed5-8917-fdbbb3cedac6,c451fa27-7034-45a4-8733-74a1cc26e0a7,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,Daily Closing — Kids Driving School,2026-06-27,closing,2026-06-27T22:00:00+03:00,submitted,ba9adcce-05be-49e0-8ba9-432c658cb9bb,ba9adcce-05be-49e0-8ba9-432c658cb9bb,2026-06-27T22:15:00+03:00
4692aada-c5fb-4bb7-8b24-bcd5ac71f471,bd8a94a5-ca90-4d85-8a2f-408135c86383,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,Daily Opening — Kids Driving School,2026-06-28,opening,2026-06-28T09:00:00+03:00,submitted,2bd39912-7f4b-4a80-870a-7379c50d6816,2bd39912-7f4b-4a80-870a-7379c50d6816,2026-06-28T09:15:00+03:00
8c3f75e0-2811-4c6a-80c2-b06057e34945,c451fa27-7034-45a4-8733-74a1cc26e0a7,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,Daily Closing — Kids Driving School,2026-06-28,closing,2026-06-28T22:00:00+03:00,submitted,ba9adcce-05be-49e0-8ba9-432c658cb9bb,ba9adcce-05be-49e0-8ba9-432c658cb9bb,2026-06-28T22:15:00+03:00
0fc8034b-4f50-473d-8e39-82314aff4a1b,bd8a94a5-ca90-4d85-8a2f-408135c86383,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,Daily Opening — Kids Driving School,2026-06-29,opening,2026-06-29T09:00:00+03:00,submitted,2bd39912-7f4b-4a80-870a-7379c50d6816,2bd39912-7f4b-4a80-870a-7379c50d6816,2026-06-29T09:15:00+03:00
4c7f0d5b-c5ae-41a0-8a97-48bbf7dbe15a,c451fa27-7034-45a4-8733-74a1cc26e0a7,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,Daily Closing — Kids Driving School,2026-06-29,closing,2026-06-29T22:00:00+03:00,submitted,ba9adcce-05be-49e0-8ba9-432c658cb9bb,ba9adcce-05be-49e0-8ba9-432c658cb9bb,2026-06-29T22:15:00+03:00
2cbf4ae1-29c8-4809-8c17-45ff44bb0fdc,bd8a94a5-ca90-4d85-8a2f-408135c86383,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,Daily Opening — Kids Driving School,2026-06-30,opening,2026-06-30T09:00:00+03:00,submitted,2bd39912-7f4b-4a80-870a-7379c50d6816,2bd39912-7f4b-4a80-870a-7379c50d6816,2026-06-30T09:15:00+03:00
a2448856-e31f-497e-8f36-c16f5b5406c6,c451fa27-7034-45a4-8733-74a1cc26e0a7,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,Daily Closing — Kids Driving School,2026-06-30,closing,2026-06-30T22:00:00+03:00,submitted,ba9adcce-05be-49e0-8ba9-432c658cb9bb,ba9adcce-05be-49e0-8ba9-432c658cb9bb,2026-06-30T22:15:00+03:00
2b1e7cc3-56d1-4fe5-83d7-c7e9ca39ba92,b6c3154f-1d4e-4cda-8fb0-a84f40a1678f,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,Daily Opening — Inflatapark,2026-06-01,opening,2026-06-01T09:00:00+03:00,submitted,43ba8eee-0ac6-45f2-870f-7259e3b469bf,43ba8eee-0ac6-45f2-870f-7259e3b469bf,2026-06-01T09:15:00+03:00
e9020ce8-dee9-46b6-81eb-27b7a07522d7,0a3cc55d-4953-430e-86b0-4601d5357918,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,Daily Closing — Inflatapark,2026-06-01,closing,2026-06-01T22:00:00+03:00,submitted,6b4443f8-6907-4cfd-82f6-55fcdeec6465,6b4443f8-6907-4cfd-82f6-55fcdeec6465,2026-06-01T22:15:00+03:00
b8369a5e-9d28-4807-8687-6a7452035622,b6c3154f-1d4e-4cda-8fb0-a84f40a1678f,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,Daily Opening — Inflatapark,2026-06-02,opening,2026-06-02T09:00:00+03:00,submitted,43ba8eee-0ac6-45f2-870f-7259e3b469bf,43ba8eee-0ac6-45f2-870f-7259e3b469bf,2026-06-02T09:15:00+03:00
d36e95f6-369b-4737-86a3-d4312ef21f15,0a3cc55d-4953-430e-86b0-4601d5357918,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,Daily Closing — Inflatapark,2026-06-02,closing,2026-06-02T22:00:00+03:00,submitted,6b4443f8-6907-4cfd-82f6-55fcdeec6465,6b4443f8-6907-4cfd-82f6-55fcdeec6465,2026-06-02T22:15:00+03:00
420c134c-0e2f-4bab-8c85-f1fa694a3bc9,b6c3154f-1d4e-4cda-8fb0-a84f40a1678f,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,Daily Opening — Inflatapark,2026-06-03,opening,2026-06-03T09:00:00+03:00,submitted,43ba8eee-0ac6-45f2-870f-7259e3b469bf,43ba8eee-0ac6-45f2-870f-7259e3b469bf,2026-06-03T09:15:00+03:00
39ec578c-7667-46d3-89d9-6a274f16534c,0a3cc55d-4953-430e-86b0-4601d5357918,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,Daily Closing — Inflatapark,2026-06-03,closing,2026-06-03T22:00:00+03:00,submitted,6b4443f8-6907-4cfd-82f6-55fcdeec6465,6b4443f8-6907-4cfd-82f6-55fcdeec6465,2026-06-03T22:15:00+03:00
d41bf699-b3e2-4c28-86a7-8f16a12ce6eb,b6c3154f-1d4e-4cda-8fb0-a84f40a1678f,21dd8a00-8494-4bd8-8987-e0b0d7ef9e6d,INF-CC,Daily Opening — Inflatapark,2026-06-04,opening,2026-06-04T09:00:00+03:00,submitted,43ba8eee-0ac6-45f2-870f-7259e3b469bf,43ba8eee-0ac6-45f2-870f-7259e3b469bf,2026-06-04T09:15:00+03:00
