id,location_id,location_code,occurred_at,channel,category,payment_method,amount,currency,cashier_id
af755641-231d-4b70-8fb3-fdf4bcc98d94,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,2026-06-03T17:49:00+03:00,pos,party,card,1355,QAR,59491f32-bb71-494c-8639-a00c44188176
944c8553-3c31-44b2-8f38-637a40dddd6f,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,2026-06-03T18:56:00+03:00,pos,ticket,card,725,QAR,59491f32-bb71-494c-8639-a00c44188176
e6a00f85-66f0-47f3-8dce-0d94f98c0c32,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,2026-06-03T19:03:00+03:00,pos,fnb,cash,1267,QAR,59491f32-bb71-494c-8639-a00c44188176
f05b534d-6620-47b9-8ab2-04165f59b09e,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,2026-06-03T10:10:00+03:00,kiosk,retail,card,1287,QAR,59491f32-bb71-494c-8639-a00c44188176
2bbb2d77-c2a2-4fe5-8e14-4d39f302f272,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,2026-06-04T10:00:00+03:00,kiosk,ticket,cash,1532,QAR,59491f32-bb71-494c-8639-a00c44188176
610b26ef-5989-49d5-8642-1cb30394cba8,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,2026-06-04T11:07:00+03:00,pos,fnb,card,1134,QAR,59491f32-bb71-494c-8639-a00c44188176
62a28328-11f0-4516-80e9-165522885140,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,2026-06-04T12:14:00+03:00,pos,retail,card,969,QAR,59491f32-bb71-494c-8639-a00c44188176
b7499826-99b1-430f-885d-40c082cb288a,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,2026-06-04T13:21:00+03:00,pos,party,cash,1759,QAR,59491f32-bb71-494c-8639-a00c44188176
8e59a1f9-7e5a-436a-84f5-08d5a51d7857,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,2026-06-04T14:28:00+03:00,pos,ticket,card,1030,QAR,59491f32-bb71-494c-8639-a00c44188176
863d0592-eae7-4818-8c3c-3d99a81a13ba,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,2026-06-04T15:35:00+03:00,kiosk,fnb,card,1072,QAR,59491f32-bb71-494c-8639-a00c44188176
d621b26a-4e79-4ebc-85fb-f13c641332c6,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,2026-06-04T16:42:00+03:00,pos,retail,cash,1526,QAR,59491f32-bb71-494c-8639-a00c44188176
6af83a67-1fef-428e-8668-7059d19b4b47,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,2026-06-04T17:49:00+03:00,pos,party,card,1601,QAR,59491f32-bb71-494c-8639-a00c44188176
06a33656-fdd6-4901-8a75-ab92afacfbcc,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,2026-06-05T10:00:00+03:00,kiosk,ticket,cash,1427,QAR,59491f32-bb71-494c-8639-a00c44188176
9d22f29a-1d27-4621-8c43-f23d14108e5c,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,2026-06-05T11:07:00+03:00,pos,fnb,card,738,QAR,59491f32-bb71-494c-8639-a00c44188176
e4232151-8100-41ad-8ba5-d2ee74b19147,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,2026-06-05T12:14:00+03:00,pos,retail,card,1276,QAR,59491f32-bb71-494c-8639-a00c44188176
dfdf92b0-6ef9-444a-8ca6-ab06ba675550,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,2026-06-05T13:21:00+03:00,pos,party,cash,1285,QAR,59491f32-bb71-494c-8639-a00c44188176
412ec184-1479-4a08-8f91-102ca100a440,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,2026-06-05T14:28:00+03:00,pos,ticket,card,839,QAR,59491f32-bb71-494c-8639-a00c44188176
f2857097-31c7-4961-8300-7f894ed5b290,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,2026-06-05T15:35:00+03:00,kiosk,fnb,card,644,QAR,59491f32-bb71-494c-8639-a00c44188176
de773880-3d28-4584-8e69-a2887c4496ac,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,2026-06-05T16:42:00+03:00,pos,retail,cash,658,QAR,59491f32-bb71-494c-8639-a00c44188176
20de6c51-0f77-4698-81c6-17e9c24d97ef,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,2026-06-05T17:49:00+03:00,pos,party,card,1368,QAR,59491f32-bb71-494c-8639-a00c44188176
4c6da389-df72-459e-8081-40ccb467bce5,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,2026-06-05T18:56:00+03:00,pos,ticket,card,1240,QAR,59491f32-bb71-494c-8639-a00c44188176
dfdc5b51-2f24-471e-8064-ceedaacdbe7c,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,2026-06-05T19:03:00+03:00,pos,fnb,cash,1008,QAR,59491f32-bb71-494c-8639-a00c44188176
2e54d8ee-9225-43f7-8bf1-d496490066ba,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,2026-06-05T10:10:00+03:00,kiosk,retail,card,1024,QAR,59491f32-bb71-494c-8639-a00c44188176
62d5f351-5628-4f24-8cad-e605226cfff3,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,2026-06-05T11:17:00+03:00,pos,party,card,839,QAR,59491f32-bb71-494c-8639-a00c44188176
1fe03d8c-8bcf-4e2d-83bf-98dca3b70de9,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,2026-06-05T12:24:00+03:00,pos,ticket,cash,872,QAR,59491f32-bb71-494c-8639-a00c44188176
6efabd05-a007-47a0-8681-94e93c541727,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,2026-06-05T13:31:00+03:00,pos,fnb,card,859,QAR,59491f32-bb71-494c-8639-a00c44188176
e2fc6d01-305b-4879-8596-bc0d01d6e0c1,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,2026-06-05T14:38:00+03:00,pos,retail,card,839,QAR,59491f32-bb71-494c-8639-a00c44188176
e945f737-0815-42cc-8f4d-2e8017971a28,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,2026-06-05T15:45:00+03:00,kiosk,party,cash,720,QAR,59491f32-bb71-494c-8639-a00c44188176
23701935-88f7-4e81-8895-b41f73882d70,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,2026-06-05T16:52:00+03:00,pos,ticket,card,1003,QAR,59491f32-bb71-494c-8639-a00c44188176
5062feba-e3f0-4581-8a41-9272f8bdbfe7,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,2026-06-05T17:59:00+03:00,pos,fnb,card,1038,QAR,59491f32-bb71-494c-8639-a00c44188176
5d300d06-c140-420b-8dd6-754d96e2ec5a,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,2026-06-06T10:00:00+03:00,kiosk,ticket,cash,1340,QAR,59491f32-bb71-494c-8639-a00c44188176
96084347-877d-410d-8466-25e477c97e9c,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,2026-06-06T11:07:00+03:00,pos,fnb,card,1416,QAR,59491f32-bb71-494c-8639-a00c44188176
a4109481-ee4d-4aba-832f-8c5f2d82acab,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,2026-06-06T12:14:00+03:00,pos,retail,card,1084,QAR,59491f32-bb71-494c-8639-a00c44188176
9f98c61b-2a47-4b32-84d6-15ef13a3df4a,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,2026-06-06T13:21:00+03:00,pos,party,cash,1577,QAR,59491f32-bb71-494c-8639-a00c44188176
44093060-f956-460d-865e-24c15d7ce808,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,2026-06-06T14:28:00+03:00,pos,ticket,card,1508,QAR,59491f32-bb71-494c-8639-a00c44188176
7a48d6bc-1db4-4688-8c77-47fbf211add5,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,2026-06-06T15:35:00+03:00,kiosk,fnb,card,904,QAR,59491f32-bb71-494c-8639-a00c44188176
dd0cf3fa-efa3-49ad-8dc4-1d454ecb695c,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,2026-06-06T16:42:00+03:00,pos,retail,cash,1254,QAR,59491f32-bb71-494c-8639-a00c44188176
30922d5b-3e89-49e1-8730-72ed53a22854,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,2026-06-06T17:49:00+03:00,pos,party,card,969,QAR,59491f32-bb71-494c-8639-a00c44188176
fdb46228-7990-415f-8683-7358e14c0875,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,2026-06-06T18:56:00+03:00,pos,ticket,card,994,QAR,59491f32-bb71-494c-8639-a00c44188176
eab06f23-a6c8-4887-808a-d99ba6d3bb6a,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,2026-06-06T19:03:00+03:00,pos,fnb,cash,1188,QAR,59491f32-bb71-494c-8639-a00c44188176
87857136-79c8-46ec-82c8-b9717548a3d9,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,2026-06-06T10:10:00+03:00,kiosk,retail,card,1487,QAR,59491f32-bb71-494c-8639-a00c44188176
7cdeb8ec-ea35-4734-86ff-6cc670249fa4,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,2026-06-06T11:17:00+03:00,pos,party,card,1413,QAR,59491f32-bb71-494c-8639-a00c44188176
8df637b7-08d8-442f-824f-d874c3c13f9d,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,2026-06-06T12:24:00+03:00,pos,ticket,cash,865,QAR,59491f32-bb71-494c-8639-a00c44188176
4dc7e04c-dae2-4727-8106-510290b1c36b,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,2026-06-06T13:31:00+03:00,pos,fnb,card,1589,QAR,59491f32-bb71-494c-8639-a00c44188176
e6e0f05c-1e1b-4da9-8159-7bacd49e729b,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,2026-06-06T14:38:00+03:00,pos,retail,card,1244,QAR,59491f32-bb71-494c-8639-a00c44188176
4248b65e-588d-4984-81f5-a940de28af20,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,2026-06-06T15:45:00+03:00,kiosk,party,cash,943,QAR,59491f32-bb71-494c-8639-a00c44188176
5a4bd7d1-2ace-4aac-869d-58c18825dd8f,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,2026-06-06T16:52:00+03:00,pos,ticket,card,988,QAR,59491f32-bb71-494c-8639-a00c44188176
6894e4af-bcdc-4218-8d02-2fdd3fa4c72f,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,2026-06-06T17:59:00+03:00,pos,fnb,card,1235,QAR,59491f32-bb71-494c-8639-a00c44188176
610c271f-fcc9-47a8-8f8c-301190779a7a,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,2026-06-06T18:06:00+03:00,pos,retail,cash,895,QAR,59491f32-bb71-494c-8639-a00c44188176
671788c9-e1ff-4140-834d-5fd2bbeb7661,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,2026-06-07T10:00:00+03:00,kiosk,ticket,cash,589,QAR,59491f32-bb71-494c-8639-a00c44188176
80488ab3-f71b-46e3-8b21-65d435aca013,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,2026-06-07T11:07:00+03:00,pos,fnb,card,678,QAR,59491f32-bb71-494c-8639-a00c44188176
60bc7a57-a6ac-45d1-8a17-03018843e260,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,2026-06-07T12:14:00+03:00,pos,retail,card,1094,QAR,59491f32-bb71-494c-8639-a00c44188176
972013ae-d01e-4b42-87e0-6cc737faf707,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,2026-06-07T13:21:00+03:00,pos,party,cash,1157,QAR,59491f32-bb71-494c-8639-a00c44188176
f341ec99-8b98-4cda-8d16-18624f65150e,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,2026-06-07T14:28:00+03:00,pos,ticket,card,615,QAR,59491f32-bb71-494c-8639-a00c44188176
406164b9-6ccf-4572-8ed0-6320a295930b,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,2026-06-07T15:35:00+03:00,kiosk,fnb,card,620,QAR,59491f32-bb71-494c-8639-a00c44188176
a3eb530b-2cea-45e0-8bb2-301aff5d5f33,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,2026-06-07T16:42:00+03:00,pos,retail,cash,740,QAR,59491f32-bb71-494c-8639-a00c44188176
b90f1e8d-3745-4b65-8954-511dc62cf74e,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,2026-06-07T17:49:00+03:00,pos,party,card,994,QAR,59491f32-bb71-494c-8639-a00c44188176
42f4e264-6f2a-421d-8f3b-5bb2f9f78ec3,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,2026-06-07T18:56:00+03:00,pos,ticket,card,1178,QAR,59491f32-bb71-494c-8639-a00c44188176
2e2295dd-1015-49d8-86a0-5d58ac9914c3,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,2026-06-07T19:03:00+03:00,pos,fnb,cash,708,QAR,59491f32-bb71-494c-8639-a00c44188176
55637657-5a13-4e46-80df-db74de7e059d,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,2026-06-07T10:10:00+03:00,kiosk,retail,card,831,QAR,59491f32-bb71-494c-8639-a00c44188176
4de82be2-6de5-4571-8d7f-d5fad7746dc3,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,2026-06-08T10:00:00+03:00,kiosk,ticket,cash,1740,QAR,59491f32-bb71-494c-8639-a00c44188176
0cd1258e-2462-48fa-8dba-fdb7f1904a6b,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,2026-06-08T11:07:00+03:00,pos,fnb,card,1919,QAR,59491f32-bb71-494c-8639-a00c44188176
14e01a77-1b0a-491a-8914-18ac73300978,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,2026-06-08T12:14:00+03:00,pos,retail,card,1599,QAR,59491f32-bb71-494c-8639-a00c44188176
501e1782-fa03-480a-8a95-1bebcf5059a9,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,2026-06-08T13:21:00+03:00,pos,party,cash,1900,QAR,59491f32-bb71-494c-8639-a00c44188176
97eeb112-e290-44c5-8514-107abc5a072b,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,2026-06-08T14:28:00+03:00,pos,ticket,card,1799,QAR,59491f32-bb71-494c-8639-a00c44188176
c8ca6dae-cc5b-4041-8490-00d66072133f,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,2026-06-08T15:35:00+03:00,kiosk,fnb,card,1206,QAR,59491f32-bb71-494c-8639-a00c44188176
a8dda5a9-5aa7-43e1-86c2-7919a77ce108,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,2026-06-08T16:42:00+03:00,pos,retail,cash,1028,QAR,59491f32-bb71-494c-8639-a00c44188176
eec893a1-8215-4e3b-8577-4700dc435a6a,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,2026-06-08T17:49:00+03:00,pos,party,card,1362,QAR,59491f32-bb71-494c-8639-a00c44188176
9d9d9053-c151-4299-8e95-687c6a1981d5,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,2026-06-09T10:00:00+03:00,kiosk,ticket,cash,1229,QAR,59491f32-bb71-494c-8639-a00c44188176
c84ead4d-b401-466b-8c0d-5cb14d8d0a05,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,2026-06-09T11:07:00+03:00,pos,fnb,card,1463,QAR,59491f32-bb71-494c-8639-a00c44188176
3b1ba4ae-67f7-4a32-8be3-731476f4aca5,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,2026-06-09T12:14:00+03:00,pos,retail,card,744,QAR,59491f32-bb71-494c-8639-a00c44188176
4a27ff05-8e48-496f-8a25-c7cccad6344c,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,2026-06-09T13:21:00+03:00,pos,party,cash,837,QAR,59491f32-bb71-494c-8639-a00c44188176
68b43792-1a4d-4ecf-84bd-847394aa3a57,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,2026-06-09T14:28:00+03:00,pos,ticket,card,1511,QAR,59491f32-bb71-494c-8639-a00c44188176
b3e7fd26-727d-42ed-8617-6c5f2e34d5c9,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,2026-06-09T15:35:00+03:00,kiosk,fnb,card,983,QAR,59491f32-bb71-494c-8639-a00c44188176
3b1d46a3-00b8-46eb-8fec-e008ff2c08ac,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,2026-06-09T16:42:00+03:00,pos,retail,cash,906,QAR,59491f32-bb71-494c-8639-a00c44188176
6f7429a8-322c-4750-8114-8856b3662a45,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,2026-06-09T17:49:00+03:00,pos,party,card,915,QAR,59491f32-bb71-494c-8639-a00c44188176
61fa3eef-c62d-4d71-8ee5-0a08ebd8759d,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,2026-06-09T18:56:00+03:00,pos,ticket,card,1471,QAR,59491f32-bb71-494c-8639-a00c44188176
ddbb13eb-e818-425a-866b-75ab0076c204,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,2026-06-10T10:00:00+03:00,kiosk,ticket,cash,1494,QAR,59491f32-bb71-494c-8639-a00c44188176
6edfbd68-d838-4b17-870b-42e79bd48cfc,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,2026-06-10T11:07:00+03:00,pos,fnb,card,1368,QAR,59491f32-bb71-494c-8639-a00c44188176
625d91d6-3f8b-4532-87cd-3eff90e5283c,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,2026-06-10T12:14:00+03:00,pos,retail,card,1297,QAR,59491f32-bb71-494c-8639-a00c44188176
bbf4b3b5-760a-4139-8a1f-a94e7a842900,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,2026-06-10T13:21:00+03:00,pos,party,cash,1534,QAR,59491f32-bb71-494c-8639-a00c44188176
cb563377-3fe7-409a-85ba-8d533940a5fe,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,2026-06-10T14:28:00+03:00,pos,ticket,card,915,QAR,59491f32-bb71-494c-8639-a00c44188176
d6c4f03d-fcf1-42c9-8dc9-31c3b2d6b4cb,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,2026-06-10T15:35:00+03:00,kiosk,fnb,card,1151,QAR,59491f32-bb71-494c-8639-a00c44188176
ea930d38-6d41-40b6-8fa1-af2dc909c245,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,2026-06-10T16:42:00+03:00,pos,retail,cash,1295,QAR,59491f32-bb71-494c-8639-a00c44188176
f05bca52-46e2-45ab-8dd6-19dc20ad6a71,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,2026-06-10T17:49:00+03:00,pos,party,card,1209,QAR,59491f32-bb71-494c-8639-a00c44188176
ca639de8-8ab7-4248-8e1d-5ca2b686d2e3,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,2026-06-10T18:56:00+03:00,pos,ticket,card,777,QAR,59491f32-bb71-494c-8639-a00c44188176
ce1b6be7-bcc5-4cd8-8c9d-a84e9ceb424e,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,2026-06-10T19:03:00+03:00,pos,fnb,cash,911,QAR,59491f32-bb71-494c-8639-a00c44188176
91b3032d-6a6b-4cf1-89ba-eedb71048322,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,2026-06-11T10:00:00+03:00,kiosk,ticket,cash,1088,QAR,59491f32-bb71-494c-8639-a00c44188176
085a1bb4-fbef-428f-858b-a78886968c92,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,2026-06-11T11:07:00+03:00,pos,fnb,card,772,QAR,59491f32-bb71-494c-8639-a00c44188176
7a08a81f-1320-401f-87c4-837f8ad3a4e2,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,2026-06-11T12:14:00+03:00,pos,retail,card,955,QAR,59491f32-bb71-494c-8639-a00c44188176
7d821a6e-7eab-4fdf-82a1-6a5185295527,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,2026-06-11T13:21:00+03:00,pos,party,cash,539,QAR,59491f32-bb71-494c-8639-a00c44188176
b9744a6c-e8fb-4576-8f3e-dd05593397ac,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,2026-06-11T14:28:00+03:00,pos,ticket,card,860,QAR,59491f32-bb71-494c-8639-a00c44188176
45224a22-72db-4960-8acf-cf828edbc1b9,7e560ae2-c3e8-485d-8658-ce093fe3d37d,KDS-CC,2026-06-11T15:35:00+03:00,kiosk,fnb,card,1196,QAR,59491f32-bb71-494c-8639-a00c44188176
